model,draw,role,NFP+,LR,RN+,ENS+,DIV,DVG,DVD,joint_score,observed_percentile
national_anchored,136,reference,222.0,41.0,99.0,165.0,9.0,12.0,29.0,NaN,NaN
national_anchored,137,calibration,226.0,36.0,103.0,163.0,11.0,12.0,26.0,24.050200209087063,NaN
national_anchored,138,reference,212.0,23.0,137.0,158.0,9.0,14.0,24.0,NaN,NaN
national_anchored,139,calibration,227.0,25.0,145.0,141.0,10.0,12.0,17.0,27.329252999575697,NaN
national_anchored,140,reference,170.0,34.0,162.0,160.0,11.0,12.0,28.0,NaN,NaN
national_anchored,141,calibration,178.0,42.0,132.0,175.0,9.0,12.0,29.0,19.849195801431552,NaN
national_anchored,142,reference,201.0,20.0,155.0,163.0,8.0,13.0,17.0,NaN,NaN
national_anchored,143,calibration,184.0,36.0,162.0,155.0,7.0,12.0,21.0,22.89838235872688,NaN
national_anchored,144,reference,224.0,24.0,94.0,188.0,11.0,12.0,24.0,NaN,NaN
national_anchored,145,calibration,204.0,28.0,163.0,147.0,8.0,10.0,17.0,24.324094487943402,NaN
national_anchored,146,reference,196.0,25.0,154.0,167.0,8.0,10.0,17.0,NaN,NaN
national_anchored,147,calibration,196.0,25.0,125.0,181.0,9.0,13.0,28.0,17.709341022146038,NaN
national_anchored,148,reference,192.0,22.0,158.0,161.0,10.0,12.0,22.0,NaN,NaN
national_anchored,149,calibration,237.0,40.0,90.0,167.0,10.0,10.0,23.0,36.58050562103658,NaN
national_anchored,150,reference,173.0,26.0,189.0,145.0,9.0,12.0,23.0,NaN,NaN
national_anchored,151,calibration,184.0,30.0,177.0,140.0,10.0,14.0,22.0,34.609226696326004,NaN
national_anchored,152,reference,206.0,38.0,128.0,162.0,10.0,11.0,22.0,NaN,NaN
national_anchored,153,calibration,214.0,21.0,151.0,150.0,9.0,12.0,20.0,21.486944647006812,NaN
national_anchored,154,reference,176.0,20.0,188.0,151.0,10.0,13.0,19.0,NaN,NaN
national_anchored,155,calibration,176.0,21.0,215.0,126.0,8.0,13.0,18.0,69.68604002461743,NaN
national_anchored,156,reference,204.0,44.0,101.0,183.0,10.0,13.0,22.0,NaN,NaN
national_anchored,157,calibration,183.0,37.0,121.0,188.0,8.0,13.0,27.0,23.224189189243422,NaN
national_anchored,158,reference,213.0,20.0,155.0,151.0,9.0,12.0,17.0,NaN,NaN
national_anchored,159,calibration,141.0,46.0,141.0,203.0,9.0,11.0,26.0,54.480636556799425,NaN
national_anchored,160,reference,202.0,38.0,118.0,174.0,10.0,12.0,23.0,NaN,NaN
national_anchored,161,calibration,206.0,43.0,96.0,185.0,10.0,12.0,25.0,27.503643302514693,NaN
national_anchored,162,reference,150.0,25.0,196.0,161.0,10.0,14.0,21.0,NaN,NaN
national_anchored,163,calibration,209.0,36.0,119.0,166.0,11.0,11.0,25.0,13.522786543487033,NaN
national_anchored,164,reference,228.0,20.0,169.0,120.0,9.0,13.0,18.0,NaN,NaN
