Departement,CodCirElec,LibCirElec,NbSap,NbSiePourvus,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,Abstentions_RapportInscrits,Votants_RapportInscrits,Blancs_RapportInscrits,Blancs_RapportVotants,Nuls_RapportInscrits,Nuls_RapportVotants,Exprimes_RapportInscrits,Exprimes_RapportVotants,NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,NbVoix,RapportExprimes,RapportInscrits,Elu
25,2504,4äme circonscription,1,0,65469,22529,42940,770,408,41762,"34,41","65,59","1,18","1,79","0,62","0,95","63,79","97,26",5,GAUTIER,Philippe,M.,ENS,Ensemble ! (MajoritÇ prÇsidentielle),8531,"20,43","13,03",QUALIF T2
25,2505,5äme circonscription,1,0,85263,25970,59293,871,591,57831,"30,46","69,54","1,02","1,47","0,69",1,"67,83","97,53",1,LAURENT,Nolann,M.,DIV,Divers,497,"0,86","0,58",NON
25,2505,5äme circonscription,1,0,85263,25970,59293,871,591,57831,"30,46","69,54","1,02","1,47","0,69",1,"67,83","97,53",2,MORRISON,Sonya,Mme,EXG,Extràme gauche,588,"1,02","0,69",NON
25,2505,5äme circonscription,1,0,85263,25970,59293,871,591,57831,"30,46","69,54","1,02","1,47","0,69",1,"67,83","97,53",3,GENEVARD,Annie,Mme,LR,Les RÇpublicains,20356,"35,2","23,87",QUALIF T2
25,2505,5äme circonscription,1,0,85263,25970,59293,871,591,57831,"30,46","69,54","1,02","1,47","0,69",1,"67,83","97,53",4,CASSEZ,Matthieu,M.,UG,Union de la gauche,9709,"16,79","11,39",NON
25,2505,5äme circonscription,1,0,85263,25970,59293,871,591,57831,"30,46","69,54","1,02","1,47","0,69",1,"67,83","97,53",5,BOILLOT,Lucas,M.,ENS,Ensemble ! (MajoritÇ prÇsidentielle),7176,"12,41","8,42",NON
25,2505,5äme circonscription,1,0,85263,25970,59293,871,591,57831,"30,46","69,54","1,02","1,47","0,69",1,"67,83","97,53",6,JEANDENAND,Florianne,Mme,RN,Rassemblement National,19505,"33,73","22,88",QUALIF T2
26,2601,1äre circonscription,1,0,77635,24587,53048,751,350,51947,"31,67","68,33","0,97","1,42","0,45","0,66","66,91","97,92",1,VALLON,Jean-Paul,M.,RN,Rassemblement National,16144,"31,08","20,79",QUALIF T2
26,2601,1äre circonscription,1,0,77635,24587,53048,751,350,51947,"31,67","68,33","0,97","1,42","0,45","0,66","66,91","97,92",2,PUGEAT,VÇronique,Mme,LR,Les RÇpublicains,9292,"17,89","11,97",NON
26,2601,1äre circonscription,1,0,77635,24587,53048,751,350,51947,"31,67","68,33","0,97","1,42","0,45","0,66","66,91","97,92",3,AOUSTET,Thierry,M.,REC,Reconquàte !,551,"1,06","0,71",NON
26,2601,1äre circonscription,1,0,77635,24587,53048,751,350,51947,"31,67","68,33","0,97","1,42","0,45","0,66","66,91","97,92",4,CLAPOT,Mireille,Mme,ENS,Ensemble ! (MajoritÇ prÇsidentielle),8635,"16,62","11,12",NON
26,2601,1äre circonscription,1,0,77635,24587,53048,751,350,51947,"31,67","68,33","0,97","1,42","0,45","0,66","66,91","97,92",5,KOPFF,Adäle,Mme,EXG,Extràme gauche,490,"0,94","0,63",NON
26,2601,1äre circonscription,1,0,77635,24587,53048,751,350,51947,"31,67","68,33","0,97","1,42","0,45","0,66","66,91","97,92",6,CHRISTOPHLE,Paul,M.,UG,Union de la gauche,16835,"32,41","21,68",QUALIF T2
26,2602,2äme circonscription,1,0,97115,31067,66048,1192,656,64200,"31,99","68,01","1,23","1,8","0,68","0,99","66,11","97,2",1,MICHEL,Nicolas,M.,ENS,Ensemble ! (MajoritÇ prÇsidentielle),12158,"18,94","12,52",QUALIF T2
26,2602,2äme circonscription,1,0,97115,31067,66048,1192,656,64200,"31,99","68,01","1,23","1,8","0,68","0,99","66,11","97,2",2,OUMEDDOUR,Karim,M.,DVD,Divers droite,1795,"2,8","1,85",NON
26,2602,2äme circonscription,1,0,97115,31067,66048,1192,656,64200,"31,99","68,01","1,23","1,8","0,68","0,99","66,11","97,2",3,POLLET,Lisette,Mme,RN,Rassemblement National,27507,"42,85","28,32",QUALIF T2
26,2602,2äme circonscription,1,0,97115,31067,66048,1192,656,64200,"31,99","68,01","1,23","1,8","0,68","0,99","66,11","97,2",4,CHKERI,Karim,M.,UG,Union de la gauche,14642,"22,81","15,08",QUALIF T2
26,2602,2äme circonscription,1,0,97115,31067,66048,1192,656,64200,"31,99","68,01","1,23","1,8","0,68","0,99","66,11","97,2",5,GAILLARD,Jean-Marc,M.,REC,Reconquàte !,710,"1,11","0,73",NON
26,2602,2äme circonscription,1,0,97115,31067,66048,1192,656,64200,"31,99","68,01","1,23","1,8","0,68","0,99","66,11","97,2",6,RAT,Guy,M.,EXG,Extràme gauche,704,"1,1","0,72",NON
26,2602,2äme circonscription,1,0,97115,31067,66048,1192,656,64200,"31,99","68,01","1,23","1,8","0,68","0,99","66,11","97,2",7,LAGIER,Damien,M.,LR,Les RÇpublicains,6684,"10,41","6,88",NON
26,2603,3äme circonscription,1,0,110847,27829,83018,1566,803,80649,"25,11","74,89","1,41","1,89","0,72","0,97","72,76","97,15",1,PICARD,Patricia,Mme,LR,Les RÇpublicains,6855,"8,5","6,18",NON
26,2603,3äme circonscription,1,0,110847,27829,83018,1566,803,80649,"25,11","74,89","1,41","1,89","0,72","0,97","72,76","97,15",2,POCHON,Marie,Mme,UG,Union de la gauche,30618,"37,96","27,62",QUALIF T2
26,2603,3äme circonscription,1,0,110847,27829,83018,1566,803,80649,"25,11","74,89","1,41","1,89","0,72","0,97","72,76","97,15",3,MARCHIONNI,Lander,M.,ENS,Ensemble ! (MajoritÇ prÇsidentielle),15396,"19,09","13,89",QUALIF T2
26,2603,3äme circonscription,1,0,110847,27829,83018,1566,803,80649,"25,11","74,89","1,41","1,89","0,72","0,97","72,76","97,15",4,SIMONCINI,FrÇdÇrique,Mme,REC,Reconquàte !,853,"1,06","0,77",NON
26,2603,3äme circonscription,1,0,110847,27829,83018,1566,803,80649,"25,11","74,89","1,41","1,89","0,72","0,97","72,76","97,15",5,CHAMPMARTIN,Charly,M.,EXG,Extràme gauche,908,"1,13","0,82",NON
26,2603,3äme circonscription,1,0,110847,27829,83018,1566,803,80649,"25,11","74,89","1,41","1,89","0,72","0,97","72,76","97,15",6,AUTRAND,AdhÇmar,M.,UXD,Union de l'extràme droite,26019,"32,26","23,47",QUALIF T2
26,2604,4äme circonscription,1,0,100702,29765,70937,1024,539,69374,"29,56","70,44","1,02","1,44","0,54","0,76","68,89","97,8",1,BERMOND,Guy,M.,DSV,Droite souverainiste,798,"1,15","0,79",NON
26,2604,4äme circonscription,1,0,100702,29765,70937,1024,539,69374,"29,56","70,44","1,02","1,44","0,54","0,76","68,89","97,8",2,PAGANI,Isabelle,Mme,UG,Union de la gauche,18222,"26,27","18,09",QUALIF T2
26,2604,4äme circonscription,1,0,100702,29765,70937,1024,539,69374,"29,56","70,44","1,02","1,44","0,54","0,76","68,89","97,8",3,BERNARD,Monique,Mme,EXG,Extràme gauche,634,"0,91","0,63",NON
26,2604,4äme circonscription,1,0,100702,29765,70937,1024,539,69374,"29,56","70,44","1,02","1,44","0,54","0,76","68,89","97,8",4,ANTHOINE,Emmanuelle,Mme,LR,Les RÇpublicains,16635,"23,98","16,52",QUALIF T2
26,2604,4äme circonscription,1,0,100702,29765,70937,1024,539,69374,"29,56","70,44","1,02","1,44","0,54","0,76","68,89","97,8",5,GAFA,Olivier,M.,ENS,Ensemble ! (MajoritÇ prÇsidentielle),5762,"8,31","5,72",NON
26,2604,4äme circonscription,1,0,100702,29765,70937,1024,539,69374,"29,56","70,44","1,02","1,44","0,54","0,76","68,89","97,8",6,MONNIER,Thibaut,M.,RN,Rassemblement National,26621,"38,37","26,44",QUALIF T2
26,2604,4äme circonscription,1,0,100702,29765,70937,1024,539,69374,"29,56","70,44","1,02","1,44","0,54","0,76","68,89","97,8",7,REYBERT,Evelyne,Mme,REC,Reconquàte !,702,"1,01","0,7",NON
27,2701,1äre circonscription,1,0,87391,30142,57249,1205,488,55556,"34,49","65,51","1,38","2,1","0,56","0,85","63,57","97,04",1,THALMANN,Jacques,M.,REC,Reconquàte !,866,"1,56","0,99",NON
27,2701,1äre circonscription,1,0,87391,30142,57249,1205,488,55556,"34,49","65,51","1,38","2,1","0,56","0,85","63,57","97,04",2,DUCAMP,Anne,Mme,EXG,Extràme gauche,1009,"1,82","1,15",NON
27,2701,1äre circonscription,1,0,87391,30142,57249,1205,488,55556,"34,49","65,51","1,38","2,1","0,56","0,85","63,57","97,04",3,LE BONTê,Christine,Mme,UG,Union de la gauche,11991,"21,58","13,72",QUALIF T2
27,2701,1äre circonscription,1,0,87391,30142,57249,1205,488,55556,"34,49","65,51","1,38","2,1","0,56","0,85","63,57","97,04",4,LOIR,Christine,Mme,RN,Rassemblement National,25853,"46,54","29,58",QUALIF T2
27,2701,1äre circonscription,1,0,87391,30142,57249,1205,488,55556,"34,49","65,51","1,38","2,1","0,56","0,85","63,57","97,04",5,CANIN,Julien,M.,ENS,Ensemble ! (MajoritÇ prÇsidentielle),15837,"28,51","18,12",QUALIF T2
27,2702,2äme circonscription,1,0,79112,25043,54069,1097,338,52634,"31,66","68,34","1,39","2,03","0,43","0,63","66,53","97,35",1,GODARD,Laure Anne,Mme,DVC,Divers centre,242,"0,46","0,31",NON
27,2702,2äme circonscription,1,0,79112,25043,54069,1097,338,52634,"31,66","68,34","1,39","2,03","0,43","0,63","66,53","97,35",2,VEYRI,Timour,M.,UG,Union de la gauche,11184,"21,25","14,14",QUALIF T2
27,2702,2äme circonscription,1,0,79112,25043,54069,1097,338,52634,"31,66","68,34","1,39","2,03","0,43","0,63","66,53","97,35",3,LEVAVASSEUR,Katiana,Mme,RN,Rassemblement National,22951,"43,6","29,01",QUALIF T2
27,2702,2äme circonscription,1,0,79112,25043,54069,1097,338,52634,"31,66","68,34","1,39","2,03","0,43","0,63","66,53","97,35",4,COLLIN,Isabelle,Mme,ENS,Ensemble ! (MajoritÇ prÇsidentielle),9225,"17,53","11,66",NON
27,2702,2äme circonscription,1,0,79112,25043,54069,1097,338,52634,"31,66","68,34","1,39","2,03","0,43","0,63","66,53","97,35",5,BAUDE,Edouard,M.,DVD,Divers droite,1658,"3,15","2,1",NON
27,2702,2äme circonscription,1,0,79112,25043,54069,1097,338,52634,"31,66","68,34","1,39","2,03","0,43","0,63","66,53","97,35",6,AUGER,StÇphanie,Mme,DVD,Divers droite,6202,"11,78","7,84",NON
27,2702,2äme circonscription,1,0,79112,25043,54069,1097,338,52634,"31,66","68,34","1,39","2,03","0,43","0,63","66,53","97,35",7,PEYRAUD,MÇlanie,Mme,EXG,Extràme gauche,614,"1,17","0,78",NON
27,2702,2äme circonscription,1,0,79112,25043,54069,1097,338,52634,"31,66","68,34","1,39","2,03","0,43","0,63","66,53","97,35",8,BRêLY,Laurence,Mme,REC,Reconquàte !,558,"1,06","0,71",NON
27,2703,3äme circonscription,1,0,85635,26772,58863,1159,396,57308,"31,26","68,74","1,35","1,97","0,46","0,67","66,92","97,36",1,DARIC,Didier,M.,REC,Reconquàte !,691,"1,21","0,81",NON
27,2703,3äme circonscription,1,0,85635,26772,58863,1159,396,57308,"31,26","68,74","1,35","1,97","0,46","0,67","66,92","97,36",2,MAUVIEUX,KÇvin,M.,RN,Rassemblement National,28011,"48,88","32,71",QUALIF T2
27,2703,3äme circonscription,1,0,85635,26772,58863,1159,396,57308,"31,26","68,74","1,35","1,97","0,46","0,67","66,92","97,36",3,HUARD,Marie-Noâlle,Mme,EXG,Extràme gauche,963,"1,68","1,12",NON
27,2703,3äme circonscription,1,0,85635,26772,58863,1159,396,57308,"31,26","68,74","1,35","1,97","0,46","0,67","66,92","97,36",4,ELEXHAUSER,Thomas,M.,DVC,Divers centre,6259,"10,92","7,31",NON
27,2703,3äme circonscription,1,0,85635,26772,58863,1159,396,57308,"31,26","68,74","1,35","1,97","0,46","0,67","66,92","97,36",5,TAMARELLE VERHAEGHE,Marie,Mme,ENS,Ensemble ! (MajoritÇ prÇsidentielle),12238,"21,35","14,29",QUALIF T2
27,2703,3äme circonscription,1,0,85635,26772,58863,1159,396,57308,"31,26","68,74","1,35","1,97","0,46","0,67","66,92","97,36",6,TURPIN,Jean-Christophe,M.,UG,Union de la gauche,9146,"15,96","10,68",NON
27,2704,4äme circonscription,1,0,93502,30390,63112,1034,383,61695,"32,5","67,5","1,11","1,64","0,41","0,61","65,98","97,75",1,BLONDEL,Stacy,Mme,REC,Reconquàte !,536,"0,87","0,57",NON
27,2704,4äme circonscription,1,0,93502,30390,63112,1034,383,61695,"32,5","67,5","1,11","1,64","0,41","0,61","65,98","97,75",2,BRUN,Philippe,M.,UG,Union de la gauche,21144,"34,27","22,61",QUALIF T2
27,2704,4äme circonscription,1,0,93502,30390,63112,1034,383,61695,"32,5","67,5","1,11","1,64","0,41","0,61","65,98","97,75",3,SOLAL,Christophe,M.,EXG,Extràme gauche,693,"1,12","0,74",NON
27,2704,4äme circonscription,1,0,93502,30390,63112,1034,383,61695,"32,5","67,5","1,11","1,64","0,41","0,61","65,98","97,75",4,PAUPER,Patrice,M.,RN,Rassemblement National,25688,"41,64","27,47",QUALIF T2
27,2704,4äme circonscription,1,0,93502,30390,63112,1034,383,61695,"32,5","67,5","1,11","1,64","0,41","0,61","65,98","97,75",5,TERLEZ,Anne,Mme,ENS,Ensemble ! (MajoritÇ prÇsidentielle),10774,"17,46","11,52",NON
27,2704,4äme circonscription,1,0,93502,30390,63112,1034,383,61695,"32,5","67,5","1,11","1,64","0,41","0,61","65,98","97,75",6,ISTIN,Olivier,M.,DVC,Divers centre,2861,"4,64","3,06",NON
27,2705,5äme circonscription,1,0,89812,29619,60193,1042,378,58773,"32,98","67,02","1,16","1,73","0,42","0,63","65,44","97,64",1,BEAUJOUAN,Ludovic,M.,DIV,Divers,517,"0,88","0,58",NON
27,2705,5äme circonscription,1,0,89812,29619,60193,1042,378,58773,"32,98","67,02","1,16","1,73","0,42","0,63","65,44","97,64",2,JOURDAIN,Pierre-Yves,M.,UG,Union de la gauche,12506,"21,28","13,92",QUALIF T2
27,2705,5äme circonscription,1,0,89812,29619,60193,1042,378,58773,"32,98","67,02","1,16","1,73","0,42","0,63","65,44","97,64",3,BLITMAN,Delphine,Mme,EXG,Extràme gauche,671,"1,14","0,75",NON
27,2705,5äme circonscription,1,0,89812,29619,60193,1042,378,58773,"32,98","67,02","1,16","1,73","0,42","0,63","65,44","97,64",4,HOUSSIN,TimothÇe,M.,RN,Rassemblement National,26601,"45,26","29,62",QUALIF T2
27,2705,5äme circonscription,1,0,89812,29619,60193,1042,378,58773,"32,98","67,02","1,16","1,73","0,42","0,63","65,44","97,64",5,MAZURE,Christian,M.,DVD,Divers droite,911,"1,55","1,01",NON
27,2705,5äme circonscription,1,0,89812,29619,60193,1042,378,58773,"32,98","67,02","1,16","1,73","0,42","0,63","65,44","97,64",6,PRêVOTEAU DU CLARY,Colin,M.,DVD,Divers droite,2,0,0,NON
27,2705,5äme circonscription,1,0,89812,29619,60193,1042,378,58773,"32,98","67,02","1,16","1,73","0,42","0,63","65,44","97,64",7,DUCHê,FrÇdÇric,M.,ENS,Ensemble ! (MajoritÇ prÇsidentielle),14332,"24,39","15,96",QUALIF T2
27,2705,5äme circonscription,1,0,89812,29619,60193,1042,378,58773,"32,98","67,02","1,16","1,73","0,42","0,63","65,44","97,64",8,DAVERTON,David,M.,LR,Les RÇpublicains,3233,"5,5","3,6",NON
28,2801,1äre circonscription,1,0,91565,29049,62516,1035,350,61131,"31,73","68,27","1,13","1,66","0,38","0,56","66,76","97,78",1,KASBARIAN,Guillaume,M.,ENS,Ensemble ! (MajoritÇ prÇsidentielle),20105,"32,89","21,96",QUALIF T2
28,2801,1äre circonscription,1,0,91565,29049,62516,1035,350,61131,"31,73","68,27","1,13","1,66","0,38","0,56","66,76","97,78",2,BRIDET,Jean-Franáois,M.,UG,Union de la gauche,14705,"24,05","16,06",QUALIF T2
28,2801,1äre circonscription,1,0,91565,29049,62516,1035,350,61131,"31,73","68,27","1,13","1,66","0,38","0,56","66,76","97,78",3,MINOT,Emma,Mme,RN,Rassemblement National,20576,"33,66","22,47",QUALIF T2
28,2801,1äre circonscription,1,0,91565,29049,62516,1035,350,61131,"31,73","68,27","1,13","1,66","0,38","0,56","66,76","97,78",4,AUBERT,Marie-JosÇ,Mme,EXG,Extràme gauche,659,"1,08","0,72",NON
28,2801,1äre circonscription,1,0,91565,29049,62516,1035,350,61131,"31,73","68,27","1,13","1,66","0,38","0,56","66,76","97,78",5,DELAUNEY,Pierre-Louis,M.,REC,Reconquàte !,698,"1,14","0,76",NON
28,2801,1äre circonscription,1,0,91565,29049,62516,1035,350,61131,"31,73","68,27","1,13","1,66","0,38","0,56","66,76","97,78",6,VERGNE,Ladislas,M.,LR,Les RÇpublicains,4388,"7,18","4,79",NON
28,2802,2äme circonscription,1,0,75563,27860,47703,723,257,46723,"36,87","63,13","0,96","1,52","0,34","0,54","61,83","97,95",1,ROGê,Florence,Mme,REC,Reconquàte !,477,"1,02","0,63",NON
28,2802,2äme circonscription,1,0,75563,27860,47703,723,257,46723,"36,87","63,13","0,96","1,52","0,34","0,54","61,83","97,95",2,MAZY,Florent,M.,ENS,Ensemble ! (MajoritÇ prÇsidentielle),3381,"7,24","4,47",NON
28,2802,2äme circonscription,1,0,75563,27860,47703,723,257,46723,"36,87","63,13","0,96","1,52","0,34","0,54","61,83","97,95",3,MARLEIX,Olivier,M.,LR,Les RÇpublicains,12109,"25,92","16,03",QUALIF T2
28,2802,2äme circonscription,1,0,75563,27860,47703,723,257,46723,"36,87","63,13","0,96","1,52","0,34","0,54","61,83","97,95",4,DUBOIS,Olivier,M.,RN,Rassemblement National,17908,"38,33","23,7",QUALIF T2
28,2802,2äme circonscription,1,0,75563,27860,47703,723,257,46723,"36,87","63,13","0,96","1,52","0,34","0,54","61,83","97,95",5,DENIS,Adrien,M.,EXG,Extràme gauche,357,"0,76","0,47",NON
28,2802,2äme circonscription,1,0,75563,27860,47703,723,257,46723,"36,87","63,13","0,96","1,52","0,34","0,54","61,83","97,95",6,JAFFRENOU,BÇatrice,Mme,EXG,Extràme gauche,535,"1,15","0,71",NON
28,2802,2äme circonscription,1,0,75563,27860,47703,723,257,46723,"36,87","63,13","0,96","1,52","0,34","0,54","61,83","97,95",7,FAVERIS,Nadia,Mme,UG,Union de la gauche,11956,"25,59","15,82",QUALIF T2
28,2803,3äme circonscription,1,0,71148,24429,46719,1120,376,45223,"34,34","65,66","1,57","2,4","0,53","0,8","63,56","96,8",1,BAY,Christophe,M.,RN,Rassemblement National,19178,"42,41","26,96",QUALIF T2
28,2803,3äme circonscription,1,0,71148,24429,46719,1120,376,45223,"34,34","65,66","1,57","2,4","0,53","0,8","63,56","96,8",2,CHEVROLLIER,Vincent,M.,EXG,Extràme gauche,3107,"6,87","4,37",NON
28,2803,3äme circonscription,1,0,71148,24429,46719,1120,376,45223,"34,34","65,66","1,57","2,4","0,53","0,8","63,56","96,8",3,HUWART,Harold,M.,DVC,Divers centre,16439,"36,35","23,11",QUALIF T2
28,2803,3äme circonscription,1,0,71148,24429,46719,1120,376,45223,"34,34","65,66","1,57","2,4","0,53","0,8","63,56","96,8",4,LAQUA,Eric,M.,REC,Reconquàte !,751,"1,66","1,06",NON
28,2803,3äme circonscription,1,0,71148,24429,46719,1120,376,45223,"34,34","65,66","1,57","2,4","0,53","0,8","63,56","96,8",5,MARTIAL,RÇmi,M.,LR,Les RÇpublicains,5748,"12,71","8,08",NON
28,2804,4äme circonscription,1,0,67351,22555,44796,823,275,43698,"33,49","66,51","1,22","1,84","0,41","0,61","64,88","97,55",1,VIGIER,Philippe,M.,ENS,Ensemble ! (MajoritÇ prÇsidentielle),17236,"39,44","25,59",QUALIF T2
28,2804,4äme circonscription,1,0,67351,22555,44796,823,275,43698,"33,49","66,51","1,22","1,84","0,41","0,61","64,88","97,55",2,ASSAYAG,Anne-Laure,Mme,EXG,Extràme gauche,548,"1,25","0,81",NON
28,2804,4äme circonscription,1,0,67351,22555,44796,823,275,43698,"33,49","66,51","1,22","1,84","0,41","0,61","64,88","97,55",3,BO”NS,Sylviane,Mme,UG,Union de la gauche,6243,"14,29","9,27",NON
28,2804,4äme circonscription,1,0,67351,22555,44796,823,275,43698,"33,49","66,51","1,22","1,84","0,41","0,61","64,88","97,55",4,PECOUT,Roger,M.,UXD,Union de l'extràme droite,18854,"43,15","27,99",QUALIF T2
28,2804,4äme circonscription,1,0,67351,22555,44796,823,275,43698,"33,49","66,51","1,22","1,84","0,41","0,61","64,88","97,55",5,LHOPITEAU,Vincent,M.,REC,Reconquàte !,817,"1,87","1,21",NON
29,2901,1äre circonscription,1,0,92336,22747,69589,1156,495,67938,"24,64","75,36","1,25","1,66","0,54","0,71","73,58","97,63",1,LE MEUR,Annaãg,Mme,ENS,Ensemble ! (MajoritÇ prÇsidentielle),22422,33,"24,28",QUALIF T2
29,2901,1äre circonscription,1,0,92336,22747,69589,1156,495,67938,"24,64","75,36","1,25","1,66","0,54","0,71","73,58","97,63",2,LEBERT,GrÇgory,M.,UG,Union de la gauche,22303,"32,83","24,15",QUALIF T2
29,2901,1äre circonscription,1,0,92336,22747,69589,1156,495,67938,"24,64","75,36","1,25","1,66","0,54","0,71","73,58","97,63",3,HERMAN,France,Mme,REC,Reconquàte !,620,"0,91","0,67",NON
29,2901,1äre circonscription,1,0,92336,22747,69589,1156,495,67938,"24,64","75,36","1,25","1,66","0,54","0,71","73,58","97,63",4,HêNAFF,Christel,Mme,RN,Rassemblement National,16083,"23,67","17,42",QUALIF T2
29,2901,1äre circonscription,1,0,92336,22747,69589,1156,495,67938,"24,64","75,36","1,25","1,66","0,54","0,71","73,58","97,63",5,LE GRAND,Alain,M.,LR,Les RÇpublicains,5652,"8,32","6,12",NON
29,2901,1äre circonscription,1,0,92336,22747,69589,1156,495,67938,"24,64","75,36","1,25","1,66","0,54","0,71","73,58","97,63",6,HARDY,Serge,M.,EXG,Extràme gauche,858,"1,26","0,93",NON
29,2902,2äme circonscription,1,0,78166,23609,54557,1075,56,53426,"30,2","69,8","1,38","1,97","0,07","0,1","68,35","97,93",1,BRêHIER,Tristan,M.,ENS,Ensemble ! (MajoritÇ prÇsidentielle),9105,"17,04","11,65",NON
29,2902,2äme circonscription,1,0,78166,23609,54557,1075,56,53426,"30,2","69,8","1,38","1,97","0,07","0,1","68,35","97,93",2,HENRY,Geneviäve,Mme,ECO,Ecologistes,1131,"2,12","1,45",NON
29,2902,2äme circonscription,1,0,78166,23609,54557,1075,56,53426,"30,2","69,8","1,38","1,97","0,07","0,1","68,35","97,93",3,LARSONNEUR,Jean-Charles,M.,DVC,Divers centre,9874,"18,48","12,63",QUALIF T2
29,2902,2äme circonscription,1,0,78166,23609,54557,1075,56,53426,"30,2","69,8","1,38","1,97","0,07","0,1","68,35","97,93",4,HOUARD,Franáoise,Mme,LR,Les RÇpublicains,1444,"2,7","1,85",NON
29,2902,2äme circonscription,1,0,78166,23609,54557,1075,56,53426,"30,2","69,8","1,38","1,97","0,07","0,1","68,35","97,93",5,ROUSSEAU,Alain,M.,REC,Reconquàte !,373,"0,7","0,48",NON
29,2902,2äme circonscription,1,0,78166,23609,54557,1075,56,53426,"30,2","69,8","1,38","1,97","0,07","0,1","68,35","97,93",6,HITA,Melvyn,M.,EXG,Extràme gauche,172,"0,32","0,22",NON
29,2902,2äme circonscription,1,0,78166,23609,54557,1075,56,53426,"30,2","69,8","1,38","1,97","0,07","0,1","68,35","97,93",7,CADALEN,Pierre-Yves,M.,UG,Union de la gauche,18850,"35,28","24,12",QUALIF T2
29,2902,2äme circonscription,1,0,78166,23609,54557,1075,56,53426,"30,2","69,8","1,38","1,97","0,07","0,1","68,35","97,93",8,KERVELLA,Denis,M.,RN,Rassemblement National,12065,"22,58","15,44",QUALIF T2
29,2902,2äme circonscription,1,0,78166,23609,54557,1075,56,53426,"30,2","69,8","1,38","1,97","0,07","0,1","68,35","97,93",9,COLLARD,RÇmy,M.,EXG,Extràme gauche,357,"0,67","0,46",NON
29,2902,2äme circonscription,1,0,78166,23609,54557,1075,56,53426,"30,2","69,8","1,38","1,97","0,07","0,1","68,35","97,93",10,KOFFI,Martial,M.,EXD,Extràme droite,55,"0,1","0,07",NON
29,2903,3äme circonscription,1,0,93853,24830,69023,1505,358,67160,"26,46","73,54","1,6","2,18","0,38","0,52","71,56","97,3",1,COLINET,Annie,Mme,DIV,Divers,293,"0,44","0,31",NON
29,2903,3äme circonscription,1,0,93853,24830,69023,1505,358,67160,"26,46","73,54","1,6","2,18","0,38","0,52","71,56","97,3",2,LE GAC,Didier,M.,ENS,Ensemble ! (MajoritÇ prÇsidentielle),26139,"38,92","27,85",QUALIF T2
29,2903,3äme circonscription,1,0,93853,24830,69023,1505,358,67160,"26,46","73,54","1,6","2,18","0,38","0,52","71,56","97,3",3,DONVAL,Martine,Mme,RN,Rassemblement National,18627,"27,74","19,85",QUALIF T2
29,2903,3äme circonscription,1,0,93853,24830,69023,1505,358,67160,"26,46","73,54","1,6","2,18","0,38","0,52","71,56","97,3",4,SMOLARZ,Pierre,M.,UG,Union de la gauche,18074,"26,91","19,26",QUALIF T2
29,2903,3äme circonscription,1,0,93853,24830,69023,1505,358,67160,"26,46","73,54","1,6","2,18","0,38","0,52","71,56","97,3",5,MULLER,Matthieu,M.,EXG,Extràme gauche,742,"1,1","0,79",NON
29,2903,3äme circonscription,1,0,93853,24830,69023,1505,358,67160,"26,46","73,54","1,6","2,18","0,38","0,52","71,56","97,3",6,PERROT,Ronan,M.,REC,Reconquàte !,427,"0,64","0,45",NON
29,2903,3äme circonscription,1,0,93853,24830,69023,1505,358,67160,"26,46","73,54","1,6","2,18","0,38","0,52","71,56","97,3",7,THOMAS,Marie-Louise,Mme,DSV,Droite souverainiste,1050,"1,56","1,12",NON
29,2903,3äme circonscription,1,0,93853,24830,69023,1505,358,67160,"26,46","73,54","1,6","2,18","0,38","0,52","71,56","97,3",8,FAVE,HÇläne,Mme,REG,RÇgionaliste,1808,"2,69","1,93",NON
29,2904,4äme circonscription,1,0,84364,22356,62008,963,365,60680,"26,5","73,5","1,14","1,55","0,43","0,59","71,93","97,86",1,BLOSSE,Patricia,Mme,EXG,Extràme gauche,942,"1,55","1,12",NON
29,2904,4äme circonscription,1,0,84364,22356,62008,963,365,60680,"26,5","73,5","1,14","1,55","0,43","0,59","71,93","97,86",2,BIHOUEE,Tony,M.,RN,Rassemblement National,15690,"25,86","18,6",QUALIF T2
29,2904,4äme circonscription,1,0,84364,22356,62008,963,365,60680,"26,5","73,5","1,14","1,55","0,43","0,59","71,93","97,86",3,LE BRUN,Agnäs,Mme,DVD,Divers droite,6697,"11,04","7,94",NON
29,2904,4äme circonscription,1,0,84364,22356,62008,963,365,60680,"26,5","73,5","1,14","1,55","0,43","0,59","71,93","97,86",4,VULPIANI,Sylvaine,Mme,UG,Union de la gauche,18765,"30,92","22,24",QUALIF T2
29,2904,4äme circonscription,1,0,84364,22356,62008,963,365,60680,"26,5","73,5","1,14","1,55","0,43","0,59","71,93","97,86",5,LE FEUR,Sandrine,Mme,ENS,Ensemble ! (MajoritÇ prÇsidentielle),18586,"30,63","22,03",QUALIF T2
29,2905,5äme circonscription,1,0,98751,26027,72724,1119,437,71168,"26,36","73,64","1,13","1,54","0,44","0,6","72,07","97,86",1,BRIANT,FÇlix,M.,LR,Les RÇpublicains,7943,"11,16","8,04",NON
